Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
04/08/2022 00:00;04/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;15.0;14.8958333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
04/08/2022 00:00;04/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;25.0;24.775;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
05/08/2022 00:00;05/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;19.0;19.4333333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
05/08/2022 00:00;05/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;26.0;25.675;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
06/08/2022 00:00;06/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;12.0;12.3416666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
06/08/2022 00:00;06/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;17.0;17.125;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
07/08/2022 00:00;07/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;10.0;9.825;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
07/08/2022 00:00;07/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;14.425;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
08/08/2022 00:00;08/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;12.0;11.647826087;µg-m3;96.0;100;96.0;A;1;45.757732;4.854214
08/08/2022 00:00;08/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;17.0;17.4125;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
09/08/2022 00:00;09/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;17.0;16.7166666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
09/08/2022 00:00;09/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;29.0;28.7666666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
10/08/2022 00:00;10/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;16.0;16.3789473684;µg-m3;79.0;100;79.0;R;1;45.757732;4.854214
10/08/2022 00:00;10/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;20.0;20.1416666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
11/08/2022 00:00;11/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;21.0;20.6647058824;µg-m3;71.0;100;71.0;N;-1;45.757732;4.854214
11/08/2022 00:00;11/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;31.0;30.7083333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
12/08/2022 00:00;12/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;22.0;22.425;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
12/08/2022 00:00;12/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;36.0;35.8666666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
13/08/2022 00:00;13/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;16.0;15.9083333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
13/08/2022 00:00;13/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;32.0;31.5875;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
14/08/2022 00:00;14/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;13.8291666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
14/08/2022 00:00;14/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;20.0;20.3791666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
15/08/2022 00:00;15/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;13.9208333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
15/08/2022 00:00;15/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;27.0;26.9083333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
16/08/2022 00:00;16/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;20.0;19.6;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
16/08/2022 00:00;16/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;23.0;23.2083333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
17/08/2022 00:00;17/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;14.2;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
17/08/2022 00:00;17/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;9.0;8.7041666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
18/08/2022 00:00;18/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;10.0;10.3666666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
18/08/2022 00:00;18/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;13.0;12.7583333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
19/08/2022 00:00;19/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;10.0;9.7083333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
19/08/2022 00:00;19/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;10.0;9.9875;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
20/08/2022 00:00;20/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;4.0;3.8125;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
20/08/2022 00:00;20/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;7.0;7.0208333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
21/08/2022 00:00;21/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;8.0;7.7083333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
21/08/2022 00:00;21/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;6.0;5.6208333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
22/08/2022 00:00;22/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;8.0;7.6458333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
22/08/2022 00:00;22/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;6.0;5.5791666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
23/08/2022 00:00;23/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;8.0;7.7291666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
23/08/2022 00:00;23/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;7.0;7.1708333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
24/08/2022 00:00;24/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;7.0;7.3833333333;µg-m3;25.0;100;25.0;N;-1;45.757732;4.854214
24/08/2022 00:00;24/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;15.0;15.1375;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
25/08/2022 00:00;25/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;18.0;17.8411764706;µg-m3;71.0;100;71.0;N;-1;45.757732;4.854214
25/08/2022 00:00;25/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;16.0;15.825;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
26/08/2022 00:00;26/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;13.7875;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
26/08/2022 00:00;26/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;15.0;14.5708333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
27/08/2022 00:00;27/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;14.1;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
27/08/2022 00:00;27/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;13.0;13.4875;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
28/08/2022 00:00;28/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;13.575;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
28/08/2022 00:00;28/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;13.0;13.0416666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
29/08/2022 00:00;29/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;23.0;22.6416666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
29/08/2022 00:00;29/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;19.0;19.047826087;µg-m3;96.0;100;96.0;A;1;44.86121;-0.58037
30/08/2022 00:00;30/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;15.0;15.4666666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
30/08/2022 00:00;30/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;19.0;18.8875;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
31/08/2022 00:00;31/08/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;14.1625;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
31/08/2022 00:00;31/08/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;19.0;19.3958333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
01/09/2022 00:00;01/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;12.0;12.1833333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
01/09/2022 00:00;01/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;18.0;17.6791666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
02/09/2022 00:00;02/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;21.0;20.5541666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
02/09/2022 00:00;02/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;14.0;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
03/09/2022 00:00;03/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;16.0;15.6;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
03/09/2022 00:00;03/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;13.9458333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
04/09/2022 00:00;04/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;15.0;15.0625;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
04/09/2022 00:00;04/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;15.0;15.4125;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
05/09/2022 00:00;05/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;23.0;22.6260869565;µg-m3;96.0;100;96.0;A;1;45.757732;4.854214
05/09/2022 00:00;05/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;22.0;21.6125;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
06/09/2022 00:00;06/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;21.0;20.6958333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
06/09/2022 00:00;06/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;18.0;18.075;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
07/09/2022 00:00;07/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;18.0;17.9291666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
07/09/2022 00:00;07/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;17.0;16.5416666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
08/09/2022 00:00;08/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;8.0;7.5958333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
08/09/2022 00:00;08/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;10.0;9.6041666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
09/09/2022 00:00;09/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;8.0;7.525;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
09/09/2022 00:00;09/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;12.0;12.275;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
10/09/2022 00:00;10/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;6.0;6.3666666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
10/09/2022 00:00;10/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;14.0;14.125;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
11/09/2022 00:00;11/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;6.0;5.8;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
11/09/2022 00:00;11/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;9.0;9.1375;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
12/09/2022 00:00;12/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;12.0;12.1916666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
12/09/2022 00:00;12/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;19.0;19.019047619;µg-m3;88.0;100;88.0;R;1;44.86121;-0.58037
13/09/2022 00:00;13/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;17.0;16.6708333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
13/09/2022 00:00;13/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;22.0;21.5041666667;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
14/09/2022 00:00;14/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;13.0;12.8916666667;µg-m3;100.0;100;100.0;R;1;45.757732;4.854214
14/09/2022 00:00;14/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;23.0;23.45;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
15/09/2022 00:00;15/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;13.0;13.4083333333;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
15/09/2022 00:00;15/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;34.0;34.0083333333;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
16/09/2022 00:00;16/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;11.0;11.2541666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
16/09/2022 00:00;16/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;29.0;29.3875;µg-m3;100.0;100;100.0;A;1;44.86121;-0.58037
17/09/2022 00:00;17/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;7.0;6.7791666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
17/09/2022 00:00;17/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;10.0;10.4043478261;µg-m3;96.0;100;96.0;R;1;44.86121;-0.58037
18/09/2022 00:00;18/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;7.0;6.5291666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
18/09/2022 00:00;18/09/2022 23:59;ATMO NOUVELLE-AQUITAINE;FR75ZAG01;ZAG BORDEAUX;FR31001;GRAND PARC;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;10.0;10.1523809524;µg-m3;88.0;100;88.0;A;1;44.86121;-0.58037
19/09/2022 00:00;19/09/2022 23:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG01;ZAG LYON;FR20062;LYON Centre;Urbaine;PM10;Fond;Oui;mesures fixes;Moy. journalière;8.0;7.7791666667;µg-m3;100.0;100;100.0;A;1;45.757732;4.854214
